show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,duration_num
s2976,movie,Miss Americana,lana wilson,taylor swift,united states,2020-01-31,2020,tv-ma,85 min,"Documentaries, Music & Musicals","In this revealing documentary, Taylor Swift embraces her role as a songwriter and performer — and as a woman harnessing the full power of her voice.",85.0
s2977,tv show,Unauthorized Living,unknown,"josé coronado, álex gonzález, claudia traisac, luís zahera, pilar castro, àlex monner, giulia charm, unax ugalde, ricardo gómez, ledicia sola, leonor watling, patrick criado, xabier deive, camila bossa, maría guinea, édgar vittorino, javier abad, daniel currás, mercedes castro, paula morado, paula pier, carmela martins, denis gómez, miguel borines, ana villagrasa, xavier estévez, carlos hipólito",spain,2020-01-31,2020,tv-ma,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","When a Galician shipper and drug lord hiding his Alzheimer's disease plans to retire, his second-in-command plots to steal the empire from the heir.",2.0
s2978,tv show,Ainori Love Wagon: African Journey,unknown,"becky, ryo kato, karina maruyama, kohei takeda",japan,2020-01-30,2019,tv-14,1 Season,"International TV Shows, Reality TV, Romantic TV Shows","To find love, seven strangers leave Japan and embark on a journey through the continent of Africa together. Challenges, adventure and romance await!",1.0
s2979,movie,Kevin Hart: I'm a Grown Little Man,shannon hartman,kevin hart,united states,2020-01-30,2009,tv-ma,62 min,Stand-Up Comedy,"Stand-up comedy star Kevin Hart delivers his unique perspective on work, race, family and friends with this laugh-riot comedy show.",62.0
s2980,tv show,THE STRANGER,unknown,"richard armitage, siobhan finneran, jennifer saunders, shaun dooley, paul kaye, dervla kirwan, kadiff kirwan, hannah john-kamen, anthony head, stephen rea, jacob dudman, ella-rae smith, brandon fellows, misha handley",united kingdom,2020-01-30,2020,tv-ma,1 Season,"British TV Shows, Crime TV Shows, International TV Shows","When a stranger makes a shocking claim about his wife, family man Adam Price becomes entangled in a mystery as he desperately searches for answers.",1.0
s2981,tv show,What the Love! with Karan Johar,unknown,karan johar,united states,2020-01-30,2020,tv-14,1 Season,"International TV Shows, Reality TV, Romantic TV Shows","With help from celebrity guests and a glam squad, filmmaker Karan Johar mentors six singletons through their personal struggles as they look for love.",1.0
s2982,movie,Close Enemies,david oelhoffen,"matthias schoenaerts, reda kateb, adel bencherif, sofiane zermani, sabrina ouazani, gwendolyn gourvenec, nicolas giraud, yann goven, astrid whettnall, ahmed benaissa, marc barbé","france, belgium",2020-01-29,2018,tv-ma,112 min,"Dramas, International Movies","After an ambush leaves his partner dead, drug dealer Manuel reluctantly teams up with childhood friend Driss – now a cop – to hunt down the culprits.",112.0
s2983,tv show,Find Yourself,unknown,unknown,unknown,2020-01-29,2020,tv-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","A determined entrepreneur navigates a love triangle between a young charmer and an older executive, leading her down an unconventional path to love.",1.0
s2984,tv show,Night on Earth,unknown,samira wiley,united kingdom,2020-01-29,2020,tv-pg,1 Season,"Docuseries, Science & Nature TV","This nature series’ new technology lifts night’s veil to reveal the hidden lives of the world’s creatures, from lions on the hunt to bats on the wing.",1.0
s2985,tv show,Omniscient,unknown,"carla salle, sandra corveloni, jonathan haagensen, guilherme prates, luana tanaka, marcello airoldi, marco antônio pâmio",brazil,2020-01-29,2020,tv-ma,1 Season,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy","In a city where citizens are monitored 24/7, a tech employee must outsmart her surveillance drone in order to investigate a murder.",1.0
s2986,movie,Shimla Mirchi,ramesh sippy,"rajkummar rao, tarun wadhwa, rakul preet singh, kiran juneja, hema malini, kamlesh gill, shakti kapoor, kanwaljeet singh",india,2020-01-27,2020,tv-14,121 min,"Comedies, International Movies, Romantic Movies","A young man who gets tongue-tied around women writes a love letter to his crush, but it ends up in the hands of her mother, who thinks it's for her.",121.0
s2987,movie,Sillu Karuppatti,halitha shameem,"nivedhithaa sathish, leela samson, samuthirakani, sunaina, manikandan",india,2020-01-26,2019,tv-14,133 min,"Comedies, Dramas, Independent Movies","From first crushes to post-marriage relationships, love and connection are at the heart of the four interwoven stories in this anthology film.",133.0
s2988,movie,Vir Das: For India,"vir das, ajay bhuyan",vir das,india,2020-01-26,2020,tv-ma,76 min,Stand-Up Comedy,"From the Vedas to Vasco da Gama to vacuous Bollywood plotlines, comedian Vir Das celebrates the history of India with his one-of-a-kind perspective.",76.0
s2989,movie,Menashe,"josh z. weinstein, joshua z. weinstein","menashe lustig, ruben niborski, yoel weisshaus, meyer schwartz, yoel falkowitz, ariel vaysman",united states,2020-01-25,2017,pg,82 min,"Dramas, Independent Movies","A year after his wife's death, a widower faces pressure from his Hasidic community to give up his son for adoption unless he finds a new partner.",82.0
s2990,movie,A Sun,chung mong-hong,"wu chien-ho, chen yi-wen, samantha ko, liu kuan-ting, greg hsu, wu tai-ling, wen chen-ling, yin shin",taiwan,2020-01-24,2019,tv-ma,156 min,"Dramas, Independent Movies, International Movies",A family reckons with the aftermath of their younger son's incarceration and a greater misfortune that follows.,156.0
s2991,movie,Die Ontwaking,johnny breedt,"gys de villiers, juanita de villiers, gérard rudolf, paul eilers, pete spyropoulos, jaco muller, armand aucamp, christine tesco",south africa,2020-01-24,2015,tv-ma,90 min,"International Movies, Thrillers",An inexperienced murder detective joins a desperate search for a deranged serial killer who possesses a deep obsession with young women’s skin.,90.0
s2992,tv show,Rise of Empires: Ottoman,unknown,"charles dance, cem yiğit üzümoğlu, tommaso basili, birkan sokullu, osman sonant, tolga tekin, damla sönmez, ushan çakır, i̇layda akdoğan",unknown,2020-01-24,2020,tv-ma,1 Season,Docuseries,Ottoman Sultan Mehmed II wages an epic campaign to take the Byzantine capital of Constantinople and shapes the course of history for centuries.,1.0
s2993,tv show,Sons of the Caliphate,unknown,"yakubu mohammed, paul sambo, mofe duncan, nita byack george, yvonne hays, mickey odey, rahama sadau, sani muazu",nigeria,2020-01-24,2017,tv-14,2 Seasons,"International TV Shows, TV Dramas","Three wealthy, power-hungry men tussle for sovereignty amid corrupt politics, passionate desires and family obligations.",2.0
s2994,tv show,The goop lab with Gwyneth Paltrow,unknown,"gwyneth paltrow, elise loehnen",united states,2020-01-24,2020,tv-ma,1 Season,Reality TV,"Leading with curiosity, Gwyneth Paltrow and her goop team look at psychedelics, energy work and other challenging wellness topics.",1.0
s2995,tv show,The Ranch,unknown,"ashton kutcher, sam elliott, debra winger, elisha cuthbert, kelli goss, wilmer valderrama, danny masterson",united states,2020-01-24,2020,tv-ma,8 Seasons,"TV Comedies, TV Dramas","Being a pro athlete didn't pan out for Colt. Now he's helping his dad and brother keep the ranch afloat, and figuring out how he fits into the family.",8.0
s2996,movie,Airplane Mode,césar rodrigues,"larissa manoela, andré luiz frambach, erasmo carlos, mariana amâncio, amanda orestes, eike duarte, nayobe nzainab, katiuscia canoro, phellyx moura, dani ornellas, michel bercovitch, sílvia lourenço",united states,2020-01-23,2020,tv-pg,97 min,"Comedies, International Movies, Romantic Movies","When Ana, an influencer, crashes her car while talking on the phone, she’s shipped to her grumpy grandfather's farm – and forced into a digital detox.",97.0
s2997,movie,Alex Fernández: The Best Comedian in the World,alex díaz,alex fernández,mexico,2020-01-23,2020,tv-ma,51 min,Stand-Up Comedy,Comic Alex Fernández performs his familiar autobiographical stories but goes a little deeper this time with a tender tale about one of his six siblings.,51.0
s2998,tv show,October Faction,unknown,"tamara taylor, j.c. mackenzie, aurora burghart, gabriel darku, maxim roy, stephen mchattie, wendy crewson, megan follows, nicola correia-damude, praneet akilla, michelle nolden, anwen o'driscoll",united states,2020-01-23,2020,tv-ma,1 Season,"TV Action & Adventure, TV Dramas, TV Horror","The family drama gets downright monstrous as parents Fred and Deloris hunt the supernatural, and twins Viv and Geoff harbor their own strange secrets.",1.0
s2999,tv show,​SAINT SEIYA: Knights of the Zodiac,unknown,"bryson baugus, emily neves, blake shepard, patrick poole, luci christian, adam gibbs, masakazu morita, fumiko orikasa, takahiro sakurai, hiroaki miura, satomi sato, katsuyuki konishi",japan,2020-01-23,2020,tv-14,2 Seasons,"Anime Series, International TV Shows","Seiya and the Knights of the Zodiac rise again to protect the reincarnation of the goddess Athena, but a dark prophecy hangs over them all.",2.0
s3000,tv show,The Ghost Bride,quek shio-chuan,"huang peijia, wu kang-jen, ludi lin, janet hsieh, kuang tian, susan leong, jordan voon, angeline tan, jojo goh, teresa daley","taiwan, malaysia",2020-01-23,2020,tv-14,1 Season,"International TV Shows, TV Dramas, TV Mysteries","In 1890s Malacca, Li Lan finds herself in the afterlife and becomes mired in a mystery linked to the sinister, deceased son of a wealthy family.",1.0
s3001,tv show,Pandemic: How to Prevent an Outbreak,unknown,unknown,united states,2020-01-22,2020,tv-14,1 Season,"Docuseries, Science & Nature TV","In this docuseries, meet the heroes on the front lines of the battle against influenza and learn about their efforts to stop the next global outbreak.",1.0
s3002,tv show,Playing with Fire,unknown,"jason day, margarita rosa de francisco, carlos ponce, gaby espino, laura perico, alejandro aguilar, tony plana, marcelo serrado, leticia huijara, germán quintero, luis alberti, ricardo vesga, yuri vargas, álvaro rodríguez, juan david restrepo",united states,2020-01-22,2019,tv-ma,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Three prosperous women – including a mother and her daughter – fall for a seductive man in Colombia's Coffee Triangle.,1.0
s3003,movie,Whisky,"pablo stoll, juan pablo rebella","andrés pazos, mirella pascual, jorge bolani, josé pedro bujaruz, verónica perrotta","uruguay, argentina, germany, spain",2020-01-22,2004,tv-ma,98 min,"Comedies, Dramas, International Movies","To impress family, a factory owner pretends to be married to one of his employees, and soon, the ""couple"" finds their lives radically altered.",98.0
s3004,movie,Fortune Feimster: Sweet & Salty,krysia plonka,fortune feimster,united states,2020-01-21,2020,tv-ma,61 min,Stand-Up Comedy,"Actor, comedian and writer Fortune Feimster takes the stage and riffs on her southern roots, sexual awakenings, showbiz career and more.",61.0
s3005,movie,KD (A) Karuppudurai,madhumita,"mu ramaswamy, naga vishal, yog japee, ganesan kaliamoorthy, guna babu",india,2020-01-21,2019,tv-14,116 min,"Comedies, Dramas, Independent Movies","As his children plot his death to claim their inheritance, an aging patriarch leaves home, befriending a spunky boy who adds direction to his life.",116.0
s3006,tv show,DreamWorks How to Train Your Dragon Legends,unknown,"jay baruchel, craig ferguson, america ferrera, gerard butler",united states,2020-01-20,2011,tv-pg,1 Season,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy","In this set of shorts, Hiccup and the gang learn about different species of dragons. Then, Gobber goes in search of the Boneknapper Dragon.",1.0
s3007,movie,Motichoor Chaknachoor,debamitra biswal,"nawazuddin siddiqui, athiya shetty, sanjeev vats, vibha chhibber, vivek mishra, navni parihar, karuna pandey, abhishek rawat",india,2020-01-20,2019,tv-14,132 min,"Comedies, Dramas, International Movies","Pushing 40 and unemployed, a Dubai returnee desperate for a wife catches the eye of a Bhopal belle, who sees him solely as her ticket out of India.",132.0
s3008,movie,WHAT DID JACK DO?,david lynch,david lynch,united states,2020-01-20,2020,tv-14,17 min,"Dramas, Independent Movies",A detective interrogates a monkey who is suspected of murder.,17.0
s3009,movie,The Bling Ring,sofia coppola,"emma watson, leslie mann, carlos miranda, israel broussard, taissa farmiga, katie chang, georgia rock, claire julien","united states, united kingdom, france, germany, japan",2020-01-18,2013,r,91 min,"Dramas, Independent Movies","Based on fact, this comic thriller tracks the saga of the Hollywood Hills Burglar Bunch, who used the Web to time their robberies of stars' homes.",91.0
s3010,movie,A Fall from Grace,tyler perry,"crystal fox, phylicia rashad, cicely tyson, bresha webb, mehcad brooks, adrian pasdar, tyler perry",united states,2020-01-17,2020,tv-ma,121 min,"Dramas, Thrillers","When gentle, law-abiding Grace confesses to killing her new husband, her skeptical young lawyer sets out to uncover the truth. A film by Tyler Perry.",121.0
s3011,tv show,Ares,unknown,"jade olieberg, tobias kersloot, lisa smit, frieda barnhard, hans kesting, rifka lodeizen, robin boissevain, jennifer welts, steef de bot, jip van den dool, janni goslinga, dennis rudge, ian bok, roos dickmann, minne koole, alexander brouwer",netherlands,2020-01-17,2020,tv-ma,1 Season,"International TV Shows, TV Dramas, TV Horror","Aiming to become part of Amsterdam's elite, an ambitious college student joins an exclusive society, unaware it's hiding a horrifying secret.",1.0
s3012,tv show,Hip-Hop Evolution,unknown,shad kabango,canada,2020-01-17,2020,tv-ma,4 Seasons,"Docuseries, International TV Shows","Interviews with influential MCs, DJs and moguls trace the genre's dynamic evolution from the 1970s through the 1990s in this documentary series.",4.0
s3013,tv show,Nailed It! Germany,unknown,"angelina kirsch, bernd siefert",germany,2020-01-17,2020,tv-14,1 Season,"International TV Shows, Reality TV","Home cooks try – and inevitably fail – to re-create spectacular confections on this comical competition show, all for a sweet 5,000 euros.",1.0
s3014,tv show,Tiny House Nation,unknown,unknown,united states,2020-01-17,2019,tv-pg,2 Seasons,Reality TV,"Traveling the U.S., host John Weisbarth and expert Zack Giffin are helping families prep for the tiny lifestyle and create hypercustomized mini homes.",2.0
s3015,movie,Deadcon,caryn waechter,"lauren elizabeth, claudia sulewski, keith machekanyanga, mimi gianopulos, lukas gage, carl gilliard, caeli, mark dohner, jessie paege, richard kohnke, dominic burgess, judah mackey",united states,2020-01-16,2019,tv-14,78 min,Horror Movies,"A group of uber-popular, social media influencers’ trip to a digital media festival grows dark when an evil spirit wants to lure them to their demise.",78.0
s3016,tv show,Handsome Siblings,unknown,"hu yitian, chen zheyuan, liang jie, vicky liang, tay ping hui, nikita mao, gallen lo, song wenzuo, jin song, jason zheng",china,2020-01-16,2020,tv-14,1 Season,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy","Clashing martial arts twins face relentless villains, thorny romance and brotherly rivalry as their troubled pasts catch up to them.",1.0
s3017,movie,Hop,tim hill,"james marsden, russell brand, kaley cuoco, hank azaria, gary cole, elizabeth perkins, hugh laurie, tiffany espensen, david hasselhoff, chelsea handler","united states, france, japan",2020-01-16,2011,pg,95 min,"Children & Family Movies, Comedies",A jobless slacker finds himself beyond busy after he runs over the Easter Bunny and has to take over the rabbit's duties so the holiday can continue.,95.0
s3018,movie,Jezebel,numa perrier,"tiffany tenille, numa perrier, stephen barrington, bobby field, rockwelle dortch, zoe tyson, dennis jaffee, jessa zarubica, riria, charlie taylor, amy aitken, brett gelman",united states,2020-01-16,2019,tv-ma,86 min,"Dramas, Independent Movies","During the internet's infancy, a vulnerable woman follows her sister into the sex industry as a webcam model but her sudden popularity tests their bond.",86.0
s3019,movie,Legend,brian helgeland,"tom hardy, emily browning, david thewlis, duffy, christopher eccleston, chazz palminteri, paul bettany, taron egerton, colin morgan, tara fitzgerald","united kingdom, france, united states",2020-01-16,2015,r,132 min,"Dramas, International Movies, Thrillers",Identical twins and notorious gangsters Reggie and Ronnie Kray elude the authorities in 1960s London while transfixing and terrifying the public.,132.0
s3020,movie,NiNoKuni,yoshiyuki momose,"kento yamazaki, mackenyu, mei nagano, mamoru miyano, maaya sakamoto, yuki kaji, kenjiro tsuda, koichi yamadera, masatoh ibu, tsuyoshi muro",japan,2020-01-16,2019,tv-14,107 min,"Action & Adventure, Anime Features, Children & Family Movies",Two average teens go on a magical quest to save the life of their friend and her counterpart from another world. But love complicates their journey.,107.0
s3021,tv show,Soul Eater,unknown,"chiaki omigawa, laura bailey, emiri kato, kouki uchiyama, micah solusod, yumiko kobayashi, brittney karbowski, mamoru miyano, todd haberkorn, kaori nazuka, monica rial, akeno watanabe, jamie marchi, narumi takahira, cherami leigh, houko kuwashima",japan,2020-01-16,2008,tv-14,1 Season,"Anime Series, International TV Shows","Maka and the other students at the Death Weapon Meister Academy must kill 99 evil humans and one witch, absorbing their spirits when they die.",1.0
s3022,movie,Steve Jobs,danny boyle,"michael fassbender, kate winslet, seth rogen, jeff daniels, michael stuhlbarg, katherine waterston, perla haney-jardine, sarah snook, john ortiz, adam shapiro","united kingdom, united states",2020-01-16,2015,r,122 min,Dramas,"By keying in on three crucial points in his career, this biopic shows the human foibles and visionary fearlessness of the man who made the Mac.",122.0
s3023,movie,Bulbul Can Sing,rima das,"arnali das, manoranjan das, banita thakuriya, manabendra das, deepjyoti kalita, pakija begum",india,2020-01-15,2018,tv-14,95 min,"Dramas, Independent Movies, International Movies","Exploring their sexual identities in the face of the patriarchal rules of their Assamese village, a teenager and her two friends are rocked by tragedy.",95.0
s3024,movie,Eye For An Eye,paco plaza,"luis tosar, xan cejudo, ismael martínez, enric auquer, maría vázquez, daniel currás, rebeca montero, luisa mayol, jessica serna, tamara canosa","spain, france, united states",2020-01-15,2019,tv-ma,108 min,"Dramas, International Movies, Thrillers","A cartel boss is released from prison and unknowingly put in the care of a vengeful nurse, whose life was tragically impacted by the drug lord.",108.0
s3025,tv show,Killer Inside: The Mind of Aaron Hernandez,unknown,aaron hernandez,united states,2020-01-15,2020,tv-ma,1 Season,"Crime TV Shows, Docuseries","Via interviews with friends, players and insiders, this docuseries examines how Aaron Hernandez went from an NFL star to a convicted killer.",1.0
s3026,movie,MindGamers,andrew goth,"tom payne, melia kreiling, antonia campbell-hughes, sam neill, turlough convery, oliver stark, dominique tipper, ryan doyle, simon paisley-day, pedja bjelac",austria,2020-01-15,2017,r,99 min,"International Movies, Sci-Fi & Fantasy, Thrillers","Brilliant young students discover a breakthrough that could change humankind, but soon find themselves the subjects of a much bigger experiment.",99.0
s3027,movie,The Brave,william kaufman,"armand assante, louis mandylor, yuriy kutsenko, ravshana kurkova, igor jijikine, ivan makarevich, bessart kallaku, ervin bejleri",united states,2020-01-15,2019,tv-ma,103 min,"Action & Adventure, Independent Movies","With entry into the European Union at stake, Albania must rely on a mash-up of elite cops to take down a slippery drug lord dominating its economy.",103.0
s3028,movie,Leslie Jones: Time Machine,"david benioff, d.b. weiss",leslie jones,united states,2020-01-14,2020,tv-ma,66 min,Stand-Up Comedy,"From trying to seduce Prince to battling sleep apnea, Leslie Jones traces her evolution as an adult in a joyfully raw and outrageous stand-up special.",66.0
s3029,tv show,The Ollie & Moon Show,unknown,"mattea conforti, kobi frumer",france,2020-01-14,2018,tv-y,1 Season,Kids' TV,"Two quirky cats, Ollie and Moon, and their friend Stanley the snail travel the world, solving everyday problems and learning about different cultures.",1.0
s3030,movie,Women of Mafia 2,patryk vega,"angie cepeda, agnieszka dygant, aleksandra grabowska, aleksandra popławska, katarzyna warnke, piotr adamczyk, enrique arce, amin bensalem, wojciech bocianowski, janusz chabior",poland,2020-01-14,2019,tv-ma,132 min,"Action & Adventure, Dramas, International Movies","When a major drug deal goes sour, the queen of the Warsaw underworld must contend with a rival criminal, a crossed ally and a religious fighter.",132.0
s3031,tv show,The Healing Powers of Dude,unknown,"jace chapman, larisa oleynik, tom everett scott, steve zahn, mauricio lara, sophie kim, laurel emory",unknown,2020-01-13,2020,tv-g,1 Season,"Kids' TV, TV Comedies, TV Dramas","When an 11-year-old boy with social anxiety disorder starts middle school, he finds strength in a scruffy emotional support dog named Dude.",1.0
s3032,movie,Betty White: First Lady of Television,steve boettcher,"betty white, valerie bertinelli, georgia engel, tina fey, valerie harper, jennifer love hewitt, carl reiner, ryan reynolds, alex trebek",united states,2020-01-12,2018,tv-14,56 min,Documentaries,This documentary on actress and television producer Betty White traces her decades-long career as a  woman breaking new ground in entertainment.,56.0
s3033,movie,Made in China,mikhil musale,"rajkummar rao, boman irani, mouni roy, sumeet vyas, paresh rawal, gajraj rao, manoj joshi, sanjay goradia, amyra dastur, chittaranjan tripathi, abhishek banerjee",india,2020-01-12,2019,tv-ma,128 min,"Comedies, Dramas, International Movies","After a trip to China, a struggling entrepreneur returns to India as the supplier of an illegal aphrodisiac — but all he ends up stimulating is chaos.",128.0
s3034,tv show,AJ and the Queen,unknown,"rupaul charles, izzy g., michael-leon wooley, josh segarra, katerina tannenbaum, tia carrere",united states,2020-01-10,2020,tv-14,1 Season,"TV Comedies, TV Dramas","While traveling across the country in a run-down RV, drag queen Ruby Red discovers an unlikely sidekick in AJ: a tough-talking 10-year-old stowaway.",1.0
s3035,tv show,Giri / Haji,unknown,"takehiro hira, kelly macdonald, yosuke kubozuka, will sharpe, aoi okuyama, masahiro motoki, yuko nakamura, mitsuko oka, anna sawai, charlie creed-miles",united kingdom,2020-01-10,2019,tv-ma,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",Family duty sends a lawman to London to look for his mob-assassin brother as a yakuza war threatens to engulf Tokyo. Trust is even tougher to find.,1.0
s3036,tv show,Harvey Street Kids,unknown,"lauren lapkus, stephanie lemelin, kelly mccreary, atticus shaffer, danny pudi, grey griffin, utkarsh ambudkar, roger craig smith",united states,2020-01-10,2020,tv-y7,4 Seasons,"Kids' TV, TV Comedies","Kids rule in a place called Harvey Street, where a trio of girls right wrongs, ice cream is always an option, and every day feels like Saturday.",4.0
s3037,tv show,Jamtara - Sabka Number Ayega,soumendra padhi,"amit sial, dibyendu bhattacharya, aksha pardhasany, sparsh shrivastava, monika panwar, anshumaan pushkar",india,2020-01-10,2020,tv-ma,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","A group of small-town young men run a lucrative phishing operation, until a corrupt politician wants in on their scheme – and a cop wants to fight it.",1.0
s3038,tv show,Medical Police,unknown,"erinn hayes, rob huebel, malin akerman, rob corddry, lake bell, sarayu blue, ken marino, fred melamed, tom wright, jason schwartzman, eric nenninger, megan le, beth dover, zandy hartig, brian huskey, michael cera",united states,2020-01-10,2020,tv-ma,1 Season,"Crime TV Shows, TV Action & Adventure, TV Comedies",Doctors Owen Maestro and Lola Spratt leave Childrens Hospital and join a secret arm of the CDC to investigate and destroy a deadly global virus.,1.0
s3039,movie,Monsters: Dark Continent,tom green,"johnny harris, sam keeley, joe dempsie, kyle soller, nicholas pinnock, parker sawyers, philip arditti, sofia boutella",united kingdom,2020-01-10,2014,r,119 min,"Action & Adventure, Dramas, Independent Movies",An American platoon stationed in the Middle East is thrust into battle with a breed of tentacled aliens whose rapid spread threatens human survival.,119.0
s3040,tv show,The InBESTigators,unknown,"abby bergman, anna cooke, aston droomer, jamil smyth-secka, james saunders, maria angelico, eliza ong",australia,2020-01-10,2020,tv-y,2 Seasons,"Kids' TV, TV Comedies","Four clever school kids start their own detective agency and vlog about their adventures, becoming fast friends in the process.",2.0
s3041,tv show,Until Dawn,unknown,"ahmed sylla, alban ivanov, ornella fleury, natoo, carlito, mcfly, djimo, lola dubini, noom diawara, tania dutel, hakim jemili, jason brokerss, bérengère krief, thomas vandenberghe, monsieur poulpe, jhon rachid, audrey pirault, jeanfi janssens, fadily camara, laurie peret, issa doumbia, anne-sophie girard, elhadj gaye, guillaume bats",france,2020-01-10,2020,tv-ma,1 Season,"International TV Shows, Reality TV, TV Comedies",France’s funniest comics carry out ghastly tasks as they try to outlast – and outwit – one another while overnighting in haunted locations.,1.0
s3042,movie,Bulletproof 2,don michael paul,"faizon love, kirk fox, tony todd, pearl thusi, cassie clare, fiona ramsey, neels clasen, roxy nel",united states,2020-01-09,2020,tv-ma,97 min,"Action & Adventure, Comedies",A special agent abruptly reunites with a criminal – once a former friend – when he attempts to use his identity to infiltrate and take down a cartel.,97.0
s3043,tv show,Cheer,unknown,unknown,united states,2020-01-08,2020,tv-ma,1 Season,"Docuseries, Reality TV, Teen TV Shows",This gripping docuseries follows the ups and downs of Navarro College's competitive cheer squad as they work to win a coveted national title.,1.0
s3044,movie,A Ghost Story,david lowery,"casey affleck, rooney mara, liz franke, rob zabrecky, will oldham, sonia acevedo",united states,2020-01-07,2017,r,92 min,"Dramas, Independent Movies","Following a fatal car crash, a man's spirit remains stuck in the home he shared with his wife as doors into the past and future begin to open.",92.0
s3045,movie,"Live Twice, Love Once",maria ripoll,"oscar martínez, inma cuesta, mafalda carbonell, nacho lópez, isabel requena, aina clotet, antonio valero, maría zamora, hugo balaguer, valeria schoneveld",spain,2020-01-07,2020,tv-ma,102 min,"Comedies, Dramas, International Movies","When Emilio (Oscar Martínez) is diagnosed with Alzheimer's disease, he and his family embark on a quest to reunite him with his childhood crush.",102.0
s3046,tv show,Dracula,unknown,"claes bang, dolly wells, john heffernan",united kingdom,2020-01-04,2020,tv-14,1 Season,"British TV Shows, International TV Shows, TV Dramas",The Count Dracula legend transforms with new tales that flesh out the vampire's gory crimes – and bring his vulnerability into the light.,1.0
s3047,movie,All the Freckles in the World,yibrán asuad,"hánssel casillas, loreto peralta, andrea sutton, luis de la rosa, alejandro flores, anajosé aldrete, daniel haddad, montserrat marañón, juan carlos viana prieto, hernán del riego",mexico,2020-01-03,2020,tv-14,90 min,"Comedies, International Movies, Romantic Movies",Thirteen-year-old José Miguel is immune to 1994 World Cup fever until he realizes soccer is the only way to win the heart of his crush.,90.0
s3048,tv show,Anne with an E,unknown,"amybeth mcnulty, geraldine james, r.h. thomson, corrine koslo, dalila bela, lucas jade zumann, aymeric jett montaz",canada,2020-01-03,2019,tv-pg,3 Seasons,"International TV Shows, TV Dramas, Teen TV Shows","A plucky orphan whose passions run deep finds an unlikely home with a spinster and her soft-spoken bachelor brother. Based on ""Anne of Green Gables.""",3.0
s3049,movie,Half Girlfriend,mohit suri,"arjun kapoor, shraddha kapoor, vikrant massey, seema biswas, rhea chakraborty, sujata sehgal, anisa butt",india,2020-01-02,2017,tv-14,129 min,"Dramas, International Movies, Romantic Movies","Small-town Madhav falls for big-city Riya and wants her to be his girlfriend. But she views their relationship differently, and suggests a compromise.",129.0
s3050,tv show,"Sex, Explained",unknown,janelle monáe,united states,2020-01-02,2020,tv-ma,1 Season,"Docuseries, Science & Nature TV","From the biology of attraction to the history of birth control, explore the ins and outs of sex in this entertaining and enlightening series.",1.0
s3051,tv show,Thieves of the Wood,unknown,"matteo simoni, tom van dyck, stef aerts, anne-laure vandeputte, jeroen perceval, charlotte timmers, dirk roofthooft, anemone valcke",belgium,2020-01-02,2019,tv-ma,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas",Charismatic highwayman Jan de Lichte leads the oppressed and downtrodden in a revolt against the corrupt aristocracy of 18th-century Flanders.,1.0
s3052,movie,Aruna & Her Palate,edwin,"dian sastrowardoyo, oka antara, hannah al rashid, nicholas saputra, deddy mahendra desta, ayu azhari","indonesia, south korea, singapore",2020-01-01,2018,tv-14,106 min,"Dramas, International Movies","An epidemiologist turns her nationwide bird flu investigation into a chance to sample local delicacies en route, with three friends along for the ride.",106.0
s3053,tv show,Because This Is My First Life,unknown,"lee min-ki, jung so-min, esom, kim ga-eun, park byung-eun, kim min-seok, moon hee-kyung, kim byung-ok, kim sun-young",south korea,2020-01-01,2017,tv-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","Two housemates get married for financial convenience, but discover nothing is simple when it comes to demanding in-laws, or facing their growing bond.",1.0
s3054,tv show,Border Security: America's Front Line,unknown,unknown,canada,2020-01-01,2018,tv-14,1 Season,"Crime TV Shows, International TV Shows, Reality TV",This reality series chronicles the behind-the-scenes action as U.S. Customs and Border Protection agents safeguard the nation's crossings and ports.,1.0
s3055,movie,Breaking the Bank,vadim jean,"kelsey grammer, tamsin greig, john michael higgins, mathew horne, pearce quigley, togo igawa, sonya cassidy, julie dray, danny morgan, andrew sachs",united kingdom,2020-01-01,2014,tv-pg,105 min,"Comedies, International Movies",Bank chairman Charles Bunbury – who knows next to nothing about banking – fights to save both his company and his marriage from disaster.,105.0
s3056,tv show,Cells at Work!,unknown,"kana hanazawa, tomoaki maeno, daisuke ono, kikuko inoue, maria naganawa, takahiro sakurai, saori hayami, nobuhiko okamoto, yuichi nakamura, shoya chiba, m・a・o, ayako kawasumi, aya endo, hiroyuki yoshino, mamiko noto",japan,2020-01-01,2018,tv-pg,1 Season,"Anime Series, Teen TV Shows","One newcomer red blood cell just wants to do her job. Between bacteria incursions and meeting a certain white blood cell, she's got a lot to learn!",1.0
